,age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,y,duration1,log_duration,pdays1,log_pdays
17313,28,blue-collar,single,basic.9y,no,no,no,cellular,jul,fri,1369,9,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,1369,7.22183582528845,999,6.90675477864855
16657,51,admin.,married,basic.9y,unknown,yes,no,cellular,jul,wed,228,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes,228,5.42934562895444,999,6.90675477864855
1692,33,blue-collar,married,basic.6y,unknown,yes,yes,telephone,may,fri,1132,2,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes,1132,7.03174125876313,999,6.90675477864855
36458,25,blue-collar,single,professional.course,no,yes,no,cellular,jun,tue,179,2,3,1,success,-2.9,92.963,-40.8,1.262,5076.2,yes,179,5.18738580584075,3,1.09861228866811
38324,25,admin.,single,university.degree,no,yes,yes,cellular,oct,fri,115,1,999,1,failure,-3.4,92.431,-26.9,0.739,5017.5,yes,115,4.74493212836325,999,6.90675477864855
39817,47,admin.,divorced,high.school,no,yes,no,telephone,jun,mon,302,1,999,0,nonexistent,-1.7,94.055,-39.8,0.711,4991.6,yes,302,5.71042701737487,999,6.90675477864855
8600,38,blue-collar,single,high.school,unknown,yes,no,telephone,jun,wed,936,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,yes,936,6.84161547647759,999,6.90675477864855
39651,77,retired,married,university.degree,no,yes,no,telephone,may,wed,372,1,3,4,success,-1.8,93.876,-40,0.682,5008.7,yes,372,5.91889385427315,3,1.09861228866811
18778,42,admin.,married,university.degree,no,no,no,cellular,jul,thu,1142,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,yes,1142,7.04053639021596,999,6.90675477864855
22268,33,technician,married,professional.course,no,unknown,unknown,cellular,aug,thu,946,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,946,6.85224256905188,999,6.90675477864855
17217,39,admin.,married,university.degree,no,no,no,cellular,jul,fri,743,13,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,743,6.61069604471776,999,6.90675477864855
16793,32,student,single,high.school,no,yes,no,cellular,jul,thu,853,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,853,6.74875954749168,999,6.90675477864855
38058,31,admin.,single,high.school,no,yes,no,cellular,sep,fri,210,1,999,0,nonexistent,-3.4,92.379,-29.8,0.773,5017.5,yes,210,5.34710753071747,999,6.90675477864855
25995,48,admin.,married,high.school,no,no,no,cellular,nov,wed,1061,4,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes,1061,6.96696713861398,999,6.90675477864855
34426,33,management,married,professional.course,no,no,no,cellular,may,thu,578,1,999,0,nonexistent,-1.8,92.893,-46.2,1.266,5099.1,yes,578,6.35957386867238,999,6.90675477864855
24089,29,admin.,married,basic.9y,no,yes,no,telephone,nov,fri,453,1,999,0,nonexistent,-0.1,93.2,-42,4.474,5195.8,yes,453,6.11589212548303,999,6.90675477864855
40853,34,admin.,married,university.degree,no,no,yes,cellular,sep,wed,245,3,999,0,nonexistent,-1.1,94.199,-37.5,0.886,4963.6,yes,245,5.50125821054473,999,6.90675477864855
29127,41,blue-collar,married,basic.9y,no,no,no,cellular,apr,fri,367,3,999,1,failure,-1.8,93.075,-47.1,1.405,5099.1,yes,367,5.90536184805457,999,6.90675477864855
38811,80,retired,divorced,unknown,no,yes,yes,cellular,nov,fri,186,2,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,yes,186,5.2257466737132,3,1.09861228866811
24010,48,admin.,married,high.school,no,no,no,telephone,oct,mon,312,1,999,0,nonexistent,-0.1,93.798,-40.4,5,5195.8,yes,312,5.74300318780948,999,6.90675477864855
38965,30,technician,married,university.degree,no,yes,no,cellular,dec,thu,244,2,6,1,success,-3,92.713,-33,0.72,5023.5,yes,244,5.4971682252932,6,1.79175946922805
29287,40,housemaid,married,basic.6y,unknown,unknown,unknown,cellular,apr,fri,2926,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,2926,7.98139158158007,999,6.90675477864855
40263,84,retired,divorced,basic.4y,no,yes,yes,cellular,jul,tue,666,1,3,2,success,-1.7,94.215,-40.3,0.893,4991.6,yes,666,6.50128967054039,3,1.09861228866811
38491,52,housemaid,married,high.school,no,no,no,cellular,oct,tue,297,1,999,2,failure,-3.4,92.431,-26.9,0.728,5017.5,yes,297,5.6937321388027,999,6.90675477864855
40057,36,services,married,high.school,no,no,no,telephone,jul,wed,276,2,999,0,nonexistent,-1.7,94.215,-40.3,0.802,4991.6,yes,276,5.62040086571715,999,6.90675477864855
37308,52,admin.,married,university.degree,no,yes,no,cellular,aug,mon,179,3,4,2,success,-2.9,92.201,-31.4,0.884,5076.2,yes,179,5.18738580584075,4,1.38629436111989
39148,19,student,single,basic.6y,no,yes,no,cellular,mar,tue,313,1,5,2,success,-1.8,93.369,-34.8,0.655,5008.7,yes,313,5.74620319054015,5,1.6094379124341
37665,56,management,married,university.degree,no,yes,no,cellular,aug,tue,370,2,999,0,nonexistent,-2.9,92.201,-31.4,0.859,5076.2,yes,370,5.91350300563827,999,6.90675477864855
12385,52,management,married,professional.course,no,yes,no,cellular,jul,mon,491,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,yes,491,6.19644412779452,999,6.90675477864855
40382,47,admin.,married,university.degree,no,no,no,cellular,aug,wed,470,1,4,2,success,-1.7,94.027,-38.3,0.9,4991.6,yes,470,6.1527326947041,4,1.38629436111989
26607,34,unemployed,married,high.school,no,yes,no,cellular,nov,thu,562,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,yes,562,6.33150184989369,999,6.90675477864855
30254,48,technician,divorced,high.school,no,yes,no,cellular,apr,thu,400,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,yes,400,5.99146454710798,999,6.90675477864855
17533,37,admin.,married,university.degree,no,no,no,telephone,jul,mon,1009,5,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,1009,6.91671502035361,999,6.90675477864855
40109,62,technician,married,unknown,no,no,no,cellular,jul,mon,262,2,999,2,failure,-1.7,94.215,-40.3,0.827,4991.6,yes,262,5.5683445037611,999,6.90675477864855
21005,31,housemaid,married,basic.6y,no,yes,yes,telephone,aug,thu,698,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes,698,6.54821910276237,999,6.90675477864855
40756,56,admin.,married,basic.9y,no,yes,yes,cellular,sep,thu,319,1,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,yes,319,5.76519110278484,999,6.90675477864855
37990,41,admin.,married,university.degree,no,no,no,cellular,sep,mon,800,2,999,1,failure,-3.4,92.379,-29.8,0.797,5017.5,yes,800,6.68461172766793,999,6.90675477864855
37611,25,admin.,single,university.degree,no,yes,no,cellular,aug,mon,163,1,6,1,success,-2.9,92.201,-31.4,0.861,5076.2,yes,163,5.09375020080676,6,1.79175946922805
38072,70,retired,married,basic.4y,no,no,no,cellular,sep,tue,150,1,3,2,success,-3.4,92.379,-29.8,0.77,5017.5,yes,150,5.01063529409626,3,1.09861228866811
30147,30,admin.,single,university.degree,no,no,no,cellular,apr,thu,224,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,yes,224,5.41164605185504,999,6.90675477864855
38936,28,technician,single,professional.course,no,yes,no,cellular,nov,wed,296,1,999,1,failure,-3.4,92.649,-30.1,0.716,5017.5,yes,296,5.69035945432406,999,6.90675477864855
31982,44,blue-collar,divorced,basic.6y,unknown,no,no,cellular,may,thu,877,3,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,yes,877,6.77650699237218,999,6.90675477864855
41117,36,blue-collar,single,basic.6y,no,no,no,cellular,nov,tue,238,1,999,0,nonexistent,-1.1,94.767,-50.8,1.046,4963.6,yes,238,5.47227067367148,999,6.90675477864855
40226,52,admin.,married,university.degree,no,yes,yes,cellular,jul,thu,942,1,999,0,nonexistent,-1.7,94.215,-40.3,0.884,4991.6,yes,942,6.84800527457636,999,6.90675477864855
24088,31,blue-collar,married,basic.9y,no,yes,no,telephone,nov,fri,115,1,999,0,nonexistent,-0.1,93.2,-42,4.474,5195.8,yes,115,4.74493212836325,999,6.90675477864855
40301,71,retired,married,basic.4y,no,yes,no,cellular,jul,thu,519,2,9,3,failure,-1.7,94.215,-40.3,0.899,4991.6,yes,519,6.25190388316589,9,2.19722457733622
37923,32,admin.,married,university.degree,no,no,no,cellular,sep,thu,444,1,999,1,failure,-3.4,92.379,-29.8,0.809,5017.5,yes,444,6.09582456243222,999,6.90675477864855
39593,52,admin.,married,university.degree,no,yes,no,cellular,may,wed,338,1,999,0,nonexistent,-1.8,93.876,-40,0.672,5008.7,yes,338,5.82304589548302,999,6.90675477864855
38812,31,technician,married,unknown,no,no,no,cellular,nov,fri,498,1,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,yes,498,6.21060007702465,999,6.90675477864855
17539,48,technician,married,unknown,no,yes,no,cellular,jul,mon,1096,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,1096,6.99942246750796,999,6.90675477864855
40875,41,technician,married,professional.course,no,no,no,cellular,oct,wed,391,2,27,1,success,-1.1,94.601,-49.5,0.959,4963.6,yes,391,5.96870755998537,27,3.29583686600433
21872,56,admin.,married,university.degree,no,no,no,cellular,aug,wed,552,3,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes,552,6.31354804627709,999,6.90675477864855
41058,30,management,married,university.degree,no,no,yes,cellular,oct,wed,255,1,6,1,success,-1.1,94.601,-49.5,1.043,4963.6,yes,255,5.54126354515843,6,1.79175946922805
39580,43,technician,single,professional.course,no,no,no,cellular,may,tue,164,2,3,2,success,-1.8,93.876,-40,0.668,5008.7,yes,164,5.0998664278242,3,1.09861228866811
37687,32,technician,single,university.degree,no,yes,no,cellular,aug,wed,240,2,999,0,nonexistent,-2.9,92.201,-31.4,0.854,5076.2,yes,240,5.48063892334199,999,6.90675477864855
25655,33,services,married,high.school,no,yes,no,cellular,nov,wed,694,2,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,yes,694,6.5424719605068,999,6.90675477864855
39640,77,retired,married,university.degree,no,yes,no,cellular,may,wed,152,1,6,4,success,-1.8,93.876,-40,0.682,5008.7,yes,152,5.02388052084628,6,1.79175946922805
32639,30,blue-collar,married,basic.9y,no,yes,no,cellular,may,mon,1038,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,yes,1038,6.94505106372583,999,6.90675477864855
36722,36,technician,single,professional.course,no,no,no,cellular,jun,fri,146,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,yes,146,4.98360662170834,999,6.90675477864855
41053,65,retired,married,basic.4y,no,no,no,cellular,oct,wed,882,1,999,0,nonexistent,-1.1,94.601,-49.5,1.043,4963.6,yes,882,6.78219205600679,999,6.90675477864855
13532,33,blue-collar,single,basic.6y,no,no,no,cellular,jul,thu,854,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes,854,6.74993119378857,999,6.90675477864855
36952,45,admin.,married,university.degree,no,no,no,cellular,jul,thu,252,1,999,0,nonexistent,-2.9,92.469,-33.6,1.072,5076.2,yes,252,5.52942908751142,999,6.90675477864855
39139,30,technician,married,professional.course,no,yes,no,cellular,mar,tue,368,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,yes,368,5.90808293816893,999,6.90675477864855
22756,44,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,mon,363,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,363,5.89440283426485,999,6.90675477864855
40274,77,retired,married,basic.4y,no,unknown,unknown,cellular,jul,tue,218,2,3,1,success,-1.7,94.215,-40.3,0.893,4991.6,yes,218,5.38449506278909,3,1.09861228866811
40484,51,technician,married,professional.course,no,yes,no,cellular,aug,thu,1226,3,999,0,nonexistent,-1.7,94.027,-38.3,0.899,4991.6,yes,1226,7.11151211649616,999,6.90675477864855
39602,72,retired,married,basic.4y,no,yes,no,cellular,may,wed,443,4,999,0,nonexistent,-1.8,93.876,-40,0.672,5008.7,yes,443,6.09356977004514,999,6.90675477864855
21103,35,admin.,single,university.degree,no,yes,no,cellular,aug,mon,773,2,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,yes,773,6.65027904858742,999,6.90675477864855
27155,50,technician,married,basic.9y,no,no,no,cellular,nov,fri,705,1,999,0,nonexistent,-0.1,93.2,-42,4.021,5195.8,yes,705,6.55819780281227,999,6.90675477864855
39644,48,unemployed,married,professional.course,no,no,no,cellular,may,wed,317,1,6,3,success,-1.8,93.876,-40,0.682,5008.7,yes,317,5.75890177387728,6,1.79175946922805
24000,39,blue-collar,married,basic.9y,no,no,no,telephone,oct,fri,270,1,999,0,nonexistent,-0.1,93.798,-40.4,5.045,5195.8,yes,270,5.59842195899838,999,6.90675477864855
26343,32,technician,single,university.degree,no,no,no,cellular,nov,thu,454,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,yes,454,6.11809719804135,999,6.90675477864855
20976,45,admin.,single,university.degree,no,no,no,cellular,aug,thu,505,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes,505,6.22455842927536,999,6.90675477864855
20231,46,admin.,married,university.degree,unknown,no,no,cellular,aug,mon,1141,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,yes,1141,7.03966034986208,999,6.90675477864855
39546,38,admin.,single,high.school,no,yes,no,cellular,apr,thu,882,1,6,1,success,-1.8,93.749,-34.6,0.659,5008.7,yes,882,6.78219205600679,6,1.79175946922805
16885,34,blue-collar,divorced,basic.6y,no,yes,no,cellular,jul,thu,1491,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,1491,7.30720231476474,999,6.90675477864855
39715,34,admin.,married,university.degree,no,yes,no,cellular,may,fri,407,3,8,3,failure,-1.8,93.876,-40,0.695,5008.7,yes,407,6.00881318544259,8,2.07944154167984
32669,34,technician,married,professional.course,no,yes,no,cellular,may,mon,934,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,yes,934,6.83947643822884,999,6.90675477864855
29256,29,student,single,unknown,no,yes,no,cellular,apr,fri,170,5,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,yes,170,5.13579843705026,999,6.90675477864855
17457,40,admin.,divorced,high.school,no,no,no,cellular,jul,mon,837,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,837,6.72982407048948,999,6.90675477864855
39099,46,technician,married,professional.course,no,yes,no,telephone,dec,mon,679,1,999,0,nonexistent,-3,92.713,-33,0.706,5023.5,yes,679,6.5206211275587,999,6.90675477864855
24057,36,self-employed,single,university.degree,no,yes,no,telephone,oct,thu,248,1,999,0,nonexistent,-0.1,93.798,-40.4,4.794,5195.8,yes,248,5.51342874616498,999,6.90675477864855
27989,33,blue-collar,married,basic.6y,no,yes,no,cellular,apr,wed,165,2,999,0,nonexistent,-1.8,93.075,-47.1,1.498,5099.1,yes,165,5.10594547390058,999,6.90675477864855
35956,36,admin.,married,university.degree,no,yes,no,cellular,may,mon,1064,1,999,0,nonexistent,-1.8,92.893,-46.2,1.264,5099.1,yes,1064,6.96979066990159,999,6.90675477864855
5028,37,services,married,high.school,no,yes,yes,telephone,may,wed,521,3,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,yes,521,6.25575004175337,999,6.90675477864855
30066,43,admin.,married,university.degree,no,no,no,cellular,apr,thu,522,4,999,0,nonexistent,-1.8,93.075,-47.1,1.406,5099.1,yes,522,6.25766758788264,999,6.90675477864855
40729,24,student,single,high.school,no,yes,yes,cellular,sep,wed,251,2,6,2,success,-1.1,94.199,-37.5,0.876,4963.6,yes,251,5.52545293913178,6,1.79175946922805
36945,51,admin.,single,high.school,no,yes,no,telephone,jul,wed,372,1,999,0,nonexistent,-2.9,92.469,-33.6,1.085,5076.2,yes,372,5.91889385427315,999,6.90675477864855
28407,30,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,331,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,yes,331,5.80211837537706,999,6.90675477864855
36821,30,services,single,high.school,no,yes,no,cellular,jun,mon,181,2,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,yes,181,5.19849703126583,999,6.90675477864855
40800,23,student,single,high.school,no,no,yes,cellular,sep,thu,409,2,3,2,success,-1.1,94.199,-37.5,0.878,4963.6,yes,409,6.0137151560428,3,1.09861228866811
40557,69,retired,married,high.school,no,yes,yes,cellular,sep,wed,840,1,6,2,success,-1.1,94.199,-37.5,0.886,4963.6,yes,840,6.73340189183736,6,1.79175946922805
14001,53,management,married,basic.9y,unknown,yes,yes,cellular,jul,fri,1041,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes,1041,6.94793706861497,999,6.90675477864855
27818,88,retired,divorced,basic.4y,no,no,no,cellular,mar,wed,203,2,999,0,nonexistent,-1.8,92.843,-50,1.663,5099.1,yes,203,5.31320597904179,999,6.90675477864855
40179,51,admin.,married,university.degree,no,no,yes,cellular,jul,fri,486,1,999,0,nonexistent,-1.7,94.215,-40.3,0.861,4991.6,yes,486,6.18620862390049,999,6.90675477864855
24695,44,entrepreneur,married,university.degree,no,yes,no,cellular,nov,mon,1210,2,999,1,failure,-0.1,93.2,-42,4.191,5195.8,yes,1210,7.09837563859079,999,6.90675477864855
39133,30,blue-collar,married,high.school,no,yes,no,telephone,mar,tue,904,1,999,0,nonexistent,-1.8,93.369,-34.8,0.655,5008.7,yes,904,6.80682936039218,999,6.90675477864855
37634,41,admin.,single,high.school,no,yes,no,cellular,aug,mon,606,1,6,1,success,-2.9,92.201,-31.4,0.861,5076.2,yes,606,6.40687998606931,6,1.79175946922805
38105,36,admin.,married,high.school,no,no,no,cellular,sep,thu,543,1,999,0,nonexistent,-3.4,92.379,-29.8,0.766,5017.5,yes,543,6.29710931993394,999,6.90675477864855
27919,28,admin.,single,high.school,no,yes,no,cellular,mar,fri,300,1,999,0,nonexistent,-1.8,92.843,-50,1.531,5099.1,yes,300,5.7037824746562,999,6.90675477864855
32076,34,management,single,university.degree,no,no,yes,cellular,may,fri,662,4,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,yes,662,6.49526555593701,999,6.90675477864855
14154,31,management,married,university.degree,no,yes,no,cellular,jul,mon,1397,3,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,yes,1397,7.24208235925696,999,6.90675477864855
33753,30,entrepreneur,married,university.degree,no,no,no,cellular,may,wed,585,1,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,yes,585,6.37161184723186,999,6.90675477864855
1656,35,blue-collar,married,professional.course,no,yes,yes,telephone,may,fri,710,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,yes,710,6.56526497003536,999,6.90675477864855
11536,50,technician,married,professional.course,unknown,yes,yes,telephone,jun,fri,705,7,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,yes,705,6.55819780281227,999,6.90675477864855
38795,35,technician,single,professional.course,no,yes,no,cellular,nov,thu,192,2,999,1,failure,-3.4,92.649,-30.1,0.714,5017.5,yes,192,5.25749537202778,999,6.90675477864855
38393,36,management,married,basic.6y,no,yes,no,cellular,oct,tue,332,1,999,1,failure,-3.4,92.431,-26.9,0.737,5017.5,yes,332,5.80513496891649,999,6.90675477864855
18281,39,services,married,high.school,no,no,no,cellular,jul,wed,356,4,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,yes,356,5.87493073085203,999,6.90675477864855
30566,58,admin.,married,university.degree,no,yes,yes,cellular,may,mon,353,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes,353,5.8664680569333,999,6.90675477864855
41147,41,admin.,married,university.degree,no,yes,no,cellular,nov,fri,252,4,999,0,nonexistent,-1.1,94.767,-50.8,1.04,4963.6,yes,252,5.52942908751142,999,6.90675477864855
21992,29,admin.,married,university.degree,no,yes,no,cellular,aug,wed,718,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,yes,718,6.57646956904822,999,6.90675477864855
30574,22,student,single,high.school,no,yes,yes,cellular,may,mon,1370,3,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,yes,1370,7.22256601882217,999,6.90675477864855
33439,32,technician,single,high.school,no,yes,no,cellular,may,tue,1531,1,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,yes,1531,7.33367639565768,999,6.90675477864855
27935,27,housemaid,married,high.school,no,yes,no,cellular,mar,fri,378,1,999,0,nonexistent,-1.8,92.843,-50,1.531,5099.1,yes,378,5.93489419561959,999,6.90675477864855
37764,24,student,single,unknown,no,yes,yes,cellular,aug,fri,744,1,3,2,success,-2.9,92.201,-31.4,0.849,5076.2,yes,744,6.61204103483309,3,1.09861228866811
40376,48,blue-collar,married,basic.9y,no,no,no,cellular,aug,wed,296,1,16,3,failure,-1.7,94.027,-38.3,0.9,4991.6,yes,296,5.69035945432406,16,2.77258872223978
36532,48,admin.,married,university.degree,no,yes,no,cellular,jun,wed,447,2,4,1,success,-2.9,92.963,-40.8,1.26,5076.2,yes,447,6.10255859461357,4,1.38629436111989
38326,28,services,married,basic.9y,no,yes,no,cellular,oct,fri,847,1,2,1,success,-3.4,92.431,-26.9,0.739,5017.5,yes,847,6.74170069465205,2,0.693147180559945
40806,33,admin.,married,university.degree,no,yes,no,cellular,sep,thu,272,2,999,0,nonexistent,-1.1,94.199,-37.5,0.878,4963.6,yes,272,5.605802066296,999,6.90675477864855
